,anot,date,start_time,end_time,event_no,D001,D002,D004,ENTERHOME,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,c,duration,weekday,season
6027,Meal_Preparation,2011-05-27 00:00:00.000000,2020-05-14 05:26:06.783284,2020-05-14 05:31:42.183545,6028.0,,,,,,,,,,,,,,,,,,,21.0,1.0,6.0,3.0,26.0,,,,,,,,,,,,,,0 days 00:05:35.400261000,Friday,spring
6028,Meal_Preparation,2011-05-27 00:00:00.000000,2020-05-14 05:36:37.785339,2020-05-14 05:39:19.273182,6029.0,,,,,,,,,,,,,,,,,,0.0,11.0,1.0,2.0,2.0,15.0,,,,,,,,,,,,,,0 days 00:02:41.487843000,Friday,spring
6029,Relax,2011-05-27 00:00:00.000000,2020-05-14 05:39:24.897873,2020-05-14 06:33:48.902914,6030.0,,,,,,,,,,,,,52.0,4.0,,2.0,11.0,,,,,,,12.0,,,,,,,,,,,,,0 days 00:54:24.005041000,Friday,spring
6030,Meal_Preparation,2011-05-27 00:00:00.000000,2020-05-14 06:43:26.423355,2020-05-14 06:50:29.891554,6031.0,,,,,,,,,,,,,,,,,1.0,1.0,10.0,3.0,24.0,7.0,27.0,1.0,0.0,,,,,,,,,,,,0 days 00:07:03.468199000,Friday,spring
6031,Leave_Home,2011-05-27 00:00:00.000000,2020-05-14 08:21:30.235707,2020-05-14 08:22:40.274744,6032.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,3.0,2.0,,,,,,,,2.0,,,0 days 00:01:10.039037000,Friday,spring
6032,Enter_Home,2011-05-27 00:00:00.000000,2020-05-14 10:35:30.956870,2020-05-14 10:35:35.733298,6033.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.776428000,Friday,spring
6033,Leave_Home,2011-05-27 00:00:00.000000,2020-05-14 11:00:46.275267,2020-05-14 11:00:50.685174,6034.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.409907000,Friday,spring
6034,Enter_Home,2011-05-27 00:00:00.000000,2020-05-14 12:43:31.061578,2020-05-14 12:43:35.913197,6035.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.851619000,Friday,spring
6035,Meal_Preparation,2011-05-27 00:00:00.000000,2020-05-14 12:47:41.625996,2020-05-14 12:52:04.709784,6036.0,,,,,,,,,,,,,,,,,,5.0,10.0,9.0,9.0,9.0,15.0,2.0,1.0,,,,,,,,,,,,0 days 00:04:23.083788000,Friday,spring
6036,Relax,2011-05-27 00:00:00.000000,2020-05-14 13:02:51.186855,2020-05-14 13:11:36.141637,6037.0,,,,,,,,,,,,,7.0,37.0,,12.0,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:08:44.954782000,Friday,spring
6037,Meal_Preparation,2011-05-27 00:00:00.000000,2020-05-14 13:11:42.632787,2020-05-14 13:18:40.473002,6038.0,,,,,,,,,,,,,,,,,0.0,1.0,27.0,9.0,6.0,10.0,21.0,1.0,0.0,,,,,,,,,,,,0 days 00:06:57.840215000,Friday,spring
6038,Meal_Preparation,2011-05-27 00:00:00.000000,2020-05-14 13:19:15.593347,2020-05-14 13:21:38.095066,6039.0,,,,,,,,,,,,,,,,,,0.0,5.0,3.0,4.0,3.0,9.0,,,,,,,,,,,,,,0 days 00:02:22.501719000,Friday,spring
6039,Relax,2011-05-27 00:00:00.000000,2020-05-14 13:21:49.763897,2020-05-14 13:31:45.155960,6040.0,,,,,,,,,,,,,36.0,2.0,,,3.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:09:55.392063000,Friday,spring
6040,Relax,2011-05-27 00:00:00.000000,2020-05-14 13:32:45.878663,2020-05-14 13:53:23.905362,6041.0,,,,,,,,,,,,,38.0,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:20:38.026699000,Friday,spring
6041,Leave_Home,2011-05-27 00:00:00.000000,2020-05-14 13:59:40.683208,2020-05-14 13:59:46.049947,6042.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:05.366739000,Friday,spring
6042,Enter_Home,2011-05-27 00:00:00.000000,2020-05-14 16:05:33.333413,2020-05-14 16:05:38.180037,6043.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.846624000,Friday,spring
6043,Meal_Preparation,2011-05-27 00:00:00.000000,2020-05-14 16:06:35.482002,2020-05-14 16:09:35.138208,6044.0,,,,,,,,,,,,,,,,,,4.0,7.0,3.0,3.0,8.0,13.0,0.0,1.0,1.0,,,,,,,,,,,0 days 00:02:59.656206000,Friday,spring
6044,Meal_Preparation,2011-05-27 00:00:00.000000,2020-05-14 16:12:17.838594,2020-05-14 16:28:56.603803,6045.0,,,,,,,,,,,,,,,,,,1.0,53.0,9.0,17.0,14.0,70.0,1.0,,,,,,,,,,,,,0 days 00:16:38.765209000,Friday,spring
6045,Relax,2011-05-27 00:00:00.000000,2020-05-14 16:29:06.511803,2020-05-14 16:35:51.793350,6046.0,,,,,,,,,,,,,13.0,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:06:45.281547000,Friday,spring
6046,Relax,2011-05-27 00:00:00.000000,2020-05-14 16:36:15.836474,2020-05-14 16:46:13.755145,6047.0,,,,,,,,,,,,,20.0,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:09:57.918671000,Friday,spring
6047,Relax,2011-05-27 00:00:00.000000,2020-05-14 16:47:40.228677,2020-05-14 17:48:03.621747,6048.0,,,,,,,,,,,,,117.0,1.0,,,11.0,,,,,,,2.0,,,,,,,,,,,,,0 days 01:00:23.393070000,Friday,spring
6048,Relax,2011-05-27 00:00:00.000000,2020-05-14 17:52:01.306823,2020-05-14 20:09:20.783537,6049.0,,,,,,,,,,,,,42.0,3.0,,2.0,10.0,,,,,,,7.0,,,,,,,,,,,,,0 days 02:17:19.476714000,Friday,spring
6049,Relax,2011-05-27 00:00:00.000000,2020-05-14 20:28:20.719838,2020-05-14 20:48:09.469569,6050.0,,,,,,,,,,,,,28.0,,,1.0,5.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:19:48.749731000,Friday,spring
6050,Relax,2011-05-27 00:00:00.000000,2020-05-14 20:50:52.605554,2020-05-14 21:09:59.355364,6051.0,,,,,,,,,,,,,20.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:19:06.749810000,Friday,spring
6051,Relax,2011-05-27 00:00:00.000000,2020-05-14 21:11:09.815254,2020-05-14 21:33:01.643750,6052.0,,,,,,,,,,,,,20.0,1.0,,,10.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:21:51.828496000,Friday,spring
6052,Relax,2011-05-27 00:00:00.000000,2020-05-14 21:34:02.735515,2020-05-14 21:35:15.312672,6053.0,,,,,,,,,,,,,7.0,,,1.0,2.0,,,,,,,5.0,,,,,,,,,,,,,0 days 00:01:12.577157000,Friday,spring
6053,Relax,2011-05-27 00:00:00.000000,2020-05-14 21:36:07.993645,2020-05-14 22:22:38.114144,6054.0,,,,,,,,,,,,,64.0,,,1.0,7.0,,,,,,,5.0,,,,,,,,,,,,,0 days 00:46:30.120499000,Friday,spring
6054,Sleeping,2011-05-28 00:00:00.000000,2020-05-14 22:31:40.173011,2020-05-14 04:35:00.016618,6055.0,,,,,,7.0,17.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +06:03:19.843607000,Saturday,spring
6055,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 04:38:47.494593,2020-05-14 04:43:48.898573,6056.0,,,,,,,,,,,,,,,,,,,22.0,2.0,8.0,2.0,23.0,,1.0,,,,,,,,,,,,0 days 00:05:01.403980000,Saturday,spring
6056,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 04:45:02.123806,2020-05-14 04:48:32.738259,6057.0,,,,,,,,,,,,,,,,,,,7.0,,10.0,4.0,15.0,,,,,,,,,,,,,,0 days 00:03:30.614453000,Saturday,spring
6057,Relax,2011-05-28 00:00:00.000000,2020-05-14 04:48:46.646230,2020-05-14 08:02:26.601768,6058.0,,,,,,,,,,,,,79.0,3.0,,,8.0,,,,,,,6.0,,,,,,,,,,,,,0 days 03:13:39.955538000,Saturday,spring
6058,Relax,2011-05-28 00:00:00.000000,2020-05-14 09:00:49.693588,2020-05-14 09:10:57.800025,6059.0,,,,,,,,,,,,,2.0,29.0,,13.0,1.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:10:08.106437000,Saturday,spring
6059,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 09:18:18.202795,2020-05-14 09:23:02.705699,6060.0,,,,,,,,,,,,,,,,,,2.0,10.0,5.0,7.0,10.0,25.0,2.0,,,,,,,,,,,,,0 days 00:04:44.502904000,Saturday,spring
6060,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 09:25:22.654898,2020-05-14 09:30:10.398422,6061.0,,0.0,,,,,,,,,,,,,,,,3.0,8.0,3.0,8.0,9.0,18.0,4.0,,,,,,,,,,,,,0 days 00:04:47.743524000,Saturday,spring
6061,Eating,2011-05-28 00:00:00.000000,2020-05-14 09:30:16.482365,2020-05-14 09:40:27.715586,6062.0,,,,,,,,,,,,,,,,,,38.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:10:11.233221000,Saturday,spring
6062,Work,2011-05-28 00:00:00.000000,2020-05-14 10:05:32.331911,2020-05-14 10:21:16.245317,6063.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,34.0,21.0,1.0,,,,,0 days 00:15:43.913406000,Saturday,spring
6063,Leave_Home,2011-05-28 00:00:00.000000,2020-05-14 10:26:40.573549,2020-05-14 10:26:45.210173,6064.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.636624000,Saturday,spring
6064,Enter_Home,2011-05-28 00:00:00.000000,2020-05-14 11:31:45.843710,2020-05-14 11:31:51.476241,6065.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0 days 00:00:05.632531000,Saturday,spring
6065,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 11:33:02.374204,2020-05-14 11:39:13.522296,6066.0,,,,,,,,,,,,,,,,,,5.0,18.0,2.0,12.0,7.0,22.0,1.0,,,,,,,,,,,,,0 days 00:06:11.148092000,Saturday,spring
6066,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 11:47:41.548086,2020-05-14 11:52:36.187869,6067.0,,,,,,,,,,,,,,,,,,1.0,9.0,2.0,6.0,3.0,16.0,0.0,,,,,,,,,,,,,0 days 00:04:54.639783000,Saturday,spring
6067,Relax,2011-05-28 00:00:00.000000,2020-05-14 11:53:21.497249,2020-05-14 12:12:20.687581,6068.0,,,,,,,,,,,,,52.0,6.0,,,3.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:18:59.190332000,Saturday,spring
6068,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 12:18:45.986368,2020-05-14 12:25:31.677952,6069.0,,,,,,,,,,,,,,,,,,,25.0,6.0,14.0,7.0,32.0,1.0,0.0,,,,,,,,,,,,0 days 00:06:45.691584000,Saturday,spring
6069,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 12:25:57.942822,2020-05-14 12:27:32.980580,6070.0,,,,,,,,,,,,,,,,,,,9.0,,1.0,5.0,8.0,1.0,1.0,,,,,,,,,,,,0 days 00:01:35.037758000,Saturday,spring
6070,Relax,2011-05-28 00:00:00.000000,2020-05-14 12:32:41.672756,2020-05-14 12:42:28.887046,6071.0,,,,,,,,,,,,,12.0,,,,3.0,1.0,,,,,,3.0,,,,,,,,,,,,,0 days 00:09:47.214290000,Saturday,spring
6071,Relax,2011-05-28 00:00:00.000000,2020-05-14 12:43:04.912641,2020-05-14 13:18:23.882042,6072.0,,,,,,,,,,,,,96.0,,,,4.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:35:18.969401000,Saturday,spring
6072,Relax,2011-05-28 00:00:00.000000,2020-05-14 13:25:10.210488,2020-05-14 13:57:47.523289,6073.0,,,,,,,,,,,,,15.0,1.0,,,4.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:32:37.312801000,Saturday,spring
6073,Sleeping,2011-05-28 00:00:00.000000,2020-05-14 14:03:52.772291,2020-05-14 16:24:56.791443,6074.0,,,,,,1.0,5.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0 days 02:21:04.019152000,Saturday,spring
6074,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 16:37:34.981362,2020-05-14 16:44:16.480560,6075.0,,1.0,,,,,,,,,,,,,,,,,24.0,2.0,6.0,5.0,32.0,,1.0,,,,,,,,,,,,0 days 00:06:41.499198000,Saturday,spring
6075,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 16:46:59.494653,2020-05-14 16:57:21.791237,6076.0,,,,,,,,,,,,,,,,,,0.0,29.0,,8.0,4.0,51.0,,,,,,,,,,,,,,0 days 00:10:22.296584000,Saturday,spring
6076,Work,2011-05-28 00:00:00.000000,2020-05-14 17:26:31.908661,2020-05-14 17:51:06.588519,6077.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,19.0,37.0,2.0,,,,,0 days 00:24:34.679858000,Saturday,spring
6077,Leave_Home,2011-05-28 00:00:00.000000,2020-05-14 18:04:11.833912,2020-05-14 18:04:18.065643,6078.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.0,1.0,,,0 days 00:00:06.231731000,Saturday,spring
6078,Enter_Home,2011-05-28 00:00:00.000000,2020-05-14 18:10:58.701470,2020-05-14 18:11:03.035274,6079.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.333804000,Saturday,spring
6079,Relax,2011-05-28 00:00:00.000000,2020-05-14 18:15:13.682876,2020-05-14 19:02:35.883555,6080.0,,,,,,,,,,,,,5.0,153.0,,10.0,2.0,,,,,,,5.0,,,,,,,,,,,,,0 days 00:47:22.200679000,Saturday,spring
6080,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 19:02:57.095704,2020-05-14 19:05:16.528591,6081.0,,0.0,,,,,,,,,,,,,,,,,5.0,6.0,7.0,10.0,12.0,,1.0,1.0,,,,,,,,,,,0 days 00:02:19.432887000,Saturday,spring
6081,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 19:06:34.269856,2020-05-14 19:08:39.827694,6082.0,,,,,,,,,,,,,,,,,,1.0,6.0,,4.0,5.0,6.0,,0.0,,,,,,,,,,,,0 days 00:02:05.557838000,Saturday,spring
6082,Meal_Preparation,2011-05-28 00:00:00.000000,2020-05-14 19:09:23.870290,2020-05-14 19:14:32.154526,6083.0,,,,,,,,,,,,,,,,,,3.0,7.0,2.0,13.0,12.0,12.0,4.0,,,,,,,,,,,,,0 days 00:05:08.284236000,Saturday,spring
6083,Relax,2011-05-28 00:00:00.000000,2020-05-14 19:14:38.830839,2020-05-14 19:29:33.850579,6084.0,,,,,,,,,,,,,34.0,4.0,,2.0,13.0,,,,,,,12.0,,,,,,,,,,,,,0 days 00:14:55.019740000,Saturday,spring
6084,Relax,2011-05-28 00:00:00.000000,2020-05-14 19:31:04.071277,2020-05-14 19:44:30.201478,6085.0,,,,,,,,,,,,,31.0,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:13:26.130201000,Saturday,spring
6085,Relax,2011-05-28 00:00:00.000000,2020-05-14 19:48:37.543143,2020-05-14 21:03:18.115590,6086.0,,,,,,,,,,,,,62.0,2.0,,1.0,10.0,,,,,,,4.0,0.0,,,,,,,,,,,,0 days 01:14:40.572447000,Saturday,spring
6086,Relax,2011-05-28 00:00:00.000000,2020-05-14 21:08:50.872807,2020-05-14 21:55:07.768054,6087.0,,,,,,,,,,,,,14.0,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:46:16.895247000,Saturday,spring
6087,Relax,2011-05-28 00:00:00.000000,2020-05-14 22:04:28.054978,2020-05-14 22:56:43.046775,6088.0,,,,,,,,,,,,,20.0,3.0,,,9.0,,,,,,,5.0,,,,,,,,,,,,,0 days 00:52:14.991797000,Saturday,spring
6088,Sleeping,2011-05-29 00:00:00.000000,2020-05-14 22:59:04.285510,2020-05-14 03:33:12.322555,6089.0,,,,,,3.0,12.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +04:34:08.037045000,Sunday,spring
6089,Bed_to_Toilet,2011-05-29 00:00:00.000000,2020-05-14 03:33:19.045003,2020-05-14 03:35:27.396978,6090.0,,,,,,,,2.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:02:08.351975000,Sunday,spring
6090,Sleeping,2011-05-29 00:00:00.000000,2020-05-14 03:35:33.632751,2020-05-14 06:45:46.013972,6091.0,,,,,,5.0,21.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 03:10:12.381221000,Sunday,spring
6091,Meal_Preparation,2011-05-29 00:00:00.000000,2020-05-14 06:47:22.524163,2020-05-14 06:53:18.128305,6092.0,,,,,,,,,,,,,,,,,,1.0,21.0,1.0,5.0,4.0,29.0,1.0,1.0,,,,,,,,,,,,0 days 00:05:55.604142000,Sunday,spring
6092,Relax,2011-05-29 00:00:00.000000,2020-05-14 07:01:16.168918,2020-05-14 07:14:29.553414,6093.0,,,,,,,,,,,,,29.0,1.0,,,4.0,,,,,,,4.0,,,,,,,,,,,,,0 days 00:13:13.384496000,Sunday,spring
6093,Relax,2011-05-29 00:00:00.000000,2020-05-14 07:19:58.181645,2020-05-14 08:04:32.612651,6094.0,,,,,,,,,,,,,137.0,4.0,,1.0,5.0,,,,,,,5.0,,,,,,,,,,,,,0 days 00:44:34.431006000,Sunday,spring
6094,Relax,2011-05-29 00:00:00.000000,2020-05-14 08:05:48.690301,2020-05-14 09:02:24.845632,6095.0,,,,,,,,,,,,,132.0,6.0,,2.0,10.0,,,,,,,6.0,,,,,,,,,,,,,0 days 00:56:36.155331000,Sunday,spring
6095,Meal_Preparation,2011-05-29 00:00:00.000000,2020-05-14 10:15:36.304663,2020-05-14 10:22:07.556656,6096.0,,,,,,,,,,,,,,,,,,1.0,9.0,,1.0,7.0,20.0,2.0,1.0,,,,,,,,,,,,0 days 00:06:31.251993000,Sunday,spring
6096,Leave_Home,2011-05-29 00:00:00.000000,2020-05-14 10:39:11.369337,2020-05-14 10:39:15.825372,6097.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.456035000,Sunday,spring
6097,Enter_Home,2011-05-29 00:00:00.000000,2020-05-14 12:09:40.071838,2020-05-14 12:09:45.341011,6098.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:05.269173000,Sunday,spring
6098,Meal_Preparation,2011-05-29 00:00:00.000000,2020-05-14 12:23:00.587231,2020-05-14 12:45:01.448336,6099.0,,,,,,,,,,,,,,,,2.0,2.0,10.0,34.0,10.0,14.0,33.0,67.0,11.0,2.0,,,,,,,,,,,,0 days 00:22:00.861105000,Sunday,spring
6099,Meal_Preparation,2011-05-29 00:00:00.000000,2020-05-14 12:47:39.340065,2020-05-14 12:51:39.669328,6100.0,,,,,,,,,,,,,,,,,,1.0,10.0,4.0,12.0,10.0,24.0,1.0,,,,,,,,,,,,,0 days 00:04:00.329263000,Sunday,spring
6100,Relax,2011-05-29 00:00:00.000000,2020-05-14 12:51:43.337792,2020-05-14 13:20:24.277970,6101.0,,,,,,,,,,,,,41.0,,,,5.0,,,,,,,5.0,1.0,,,,,,,,,,,,0 days 00:28:40.940178000,Sunday,spring
6101,Leave_Home,2011-05-29 00:00:00.000000,2020-05-14 13:26:47.235092,2020-05-14 13:26:51.653834,6102.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.418742000,Sunday,spring
6102,Enter_Home,2011-05-29 00:00:00.000000,2020-05-14 13:30:12.096243,2020-05-14 13:30:15.707887,6103.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,0 days 00:00:03.611644000,Sunday,spring
6103,Leave_Home,2011-05-29 00:00:00.000000,2020-05-14 14:04:31.458573,2020-05-14 14:04:37.734014,6104.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:06.275441000,Sunday,spring
6104,Enter_Home,2011-05-29 00:00:00.000000,2020-05-14 14:27:51.583653,2020-05-14 14:27:58.208572,6105.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,0 days 00:00:06.624919000,Sunday,spring
6105,Relax,2011-05-29 00:00:00.000000,2020-05-14 15:30:41.595255,2020-05-14 17:27:01.595555,6106.0,,,7.0,,,,,,,,,,40.0,22.0,,11.0,29.0,4.0,7.0,,3.0,4.0,11.0,36.0,10.0,15.0,5.0,10.0,14.0,71.0,27.0,16.0,8.0,8.0,2.0,,0 days 01:56:20.000300000,Sunday,spring
6106,Meal_Preparation,2011-05-29 00:00:00.000000,2020-05-14 18:26:50.035109,2020-05-14 18:53:08.152120,6107.0,,,1.0,,,,,,,,,,,,,2.0,2.0,30.0,97.0,14.0,22.0,72.0,128.0,9.0,20.0,22.0,21.0,50.0,,65.0,15.0,15.0,4.0,1.0,,,0 days 00:26:18.117011000,Sunday,spring
6107,Meal_Preparation,2011-05-29 00:00:00.000000,2020-05-14 18:53:59.392202,2020-05-14 18:54:50.682186,6108.0,,,,,,,,,,,,,,,,,,1.0,5.0,,,2.0,7.0,,0.0,1.0,3.0,6.0,,3.0,1.0,1.0,,,,,0 days 00:00:51.289984000,Sunday,spring
6108,Meal_Preparation,2011-05-29 00:00:00.000000,2020-05-14 18:55:47.800645,2020-05-14 19:30:16.208770,6109.0,,1.0,4.0,,2.0,,,,2.0,2.0,2.0,2.0,,,,,,10.0,47.0,39.0,18.0,27.0,106.0,4.0,10.0,5.0,6.0,5.0,,,,,4.0,4.0,,,0 days 00:34:28.408125000,Sunday,spring
6109,Relax,2011-05-29 00:00:00.000000,2020-05-14 19:57:31.725925,2020-05-14 20:47:48.892183,6110.0,,,2.0,,,,,,,,,8.0,41.0,10.0,2.0,7.0,16.0,1.0,,,,,,32.0,8.0,10.0,16.0,53.0,,1.0,2.0,2.0,3.0,10.0,,,0 days 00:50:17.166258000,Sunday,spring
6110,Relax,2011-05-29 00:00:00.000000,2020-05-14 20:53:51.853735,2020-05-14 21:38:34.002508,6111.0,,,,,,,,,2.0,2.0,1.0,5.0,67.0,28.0,,10.0,17.0,8.0,5.0,,5.0,10.0,6.0,25.0,5.0,2.0,2.0,6.0,,,,,,,,,0 days 00:44:42.148773000,Sunday,spring
6111,Relax,2011-05-29 00:00:00.000000,2020-05-14 22:08:45.597510,2020-05-14 23:23:55.574256,6112.0,,,,,,1.0,,,,,,,12.0,1.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,0 days 01:15:09.976746000,Sunday,spring
6112,Sleeping,2011-05-30 00:00:00.000000,2020-05-14 23:28:20.433808,2020-05-14 02:32:39.522393,6113.0,,,,,,42.0,18.0,,,0.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,-1 days +03:04:19.088585000,Monday,spring
6113,Bed_to_Toilet,2011-05-30 00:00:00.000000,2020-05-14 02:32:47.689839,2020-05-14 02:34:59.378419,6114.0,,,,,,,,2.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:02:11.688580000,Monday,spring
6114,Sleeping,2011-05-30 00:00:00.000000,2020-05-14 02:38:28.626768,2020-05-14 06:07:24.685076,6115.0,,,,,,24.0,19.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 03:28:56.058308000,Monday,spring
6115,Sleeping,2011-05-31 00:00:00.000000,2020-05-14 22:44:44.481622,2020-05-14 04:01:03.522372,6116.0,,,,,2.0,3.0,33.0,2.0,3.0,5.0,11.0,5.0,,,1.0,,,3.0,,,,,,6.0,1.0,,,,,,,,,,,,-1 days +05:16:19.040750000,Tuesday,spring
6116,Bed_to_Toilet,2011-05-31 00:00:00.000000,2020-05-14 04:02:29.953621,2020-05-14 04:04:31.523469,6117.0,,,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:02:01.569848000,Tuesday,spring
6117,Sleeping,2011-05-31 00:00:00.000000,2020-05-14 04:04:58.531952,2020-05-14 05:06:32.254083,6118.0,,,,,,4.0,6.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 01:01:33.722131000,Tuesday,spring
6118,Relax,2011-05-31 00:00:00.000000,2020-05-14 05:26:13.812723,2020-05-14 05:44:21.723394,6119.0,,,,,,,,,,,,,34.0,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:18:07.910671000,Tuesday,spring
6119,Relax,2011-05-31 00:00:00.000000,2020-05-14 05:45:06.151205,2020-05-14 05:54:46.122183,6120.0,,,,,,,,,,,,,20.0,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:09:39.970978000,Tuesday,spring
6120,Relax,2011-05-31 00:00:00.000000,2020-05-14 06:03:55.610764,2020-05-14 06:35:53.334923,6121.0,,,,,,,,,,,,,112.0,,,,2.0,,,,,,,,,,,,,,,,,,,,0 days 00:31:57.724159000,Tuesday,spring
6121,Meal_Preparation,2011-05-31 00:00:00.000000,2020-05-14 06:53:36.008495,2020-05-14 07:02:28.416769,6122.0,,,,,,,,,,,,,,,,,,1.0,24.0,1.0,17.0,6.0,33.0,,,,,,,,,,,,,,0 days 00:08:52.408274000,Tuesday,spring
6122,Eating,2011-05-31 00:00:00.000000,2020-05-14 07:08:24.610495,2020-05-14 07:13:37.076960,6123.0,,,,,,,,,,,,,,,,,,23.0,,,,,,3.0,,,,,,,,,,,,,0 days 00:05:12.466465000,Tuesday,spring
6123,Work,2011-05-31 00:00:00.000000,2020-05-14 08:08:06.312007,2020-05-14 08:23:32.755387,6124.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,44.0,22.0,2.0,,1.0,,,0 days 00:15:26.443380000,Tuesday,spring
6124,Leave_Home,2011-05-31 00:00:00.000000,2020-05-14 08:23:36.438850,2020-05-14 08:23:43.046867,6125.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1.0,,,0 days 00:00:06.608017000,Tuesday,spring
6125,Enter_Home,2011-05-31 00:00:00.000000,2020-05-14 11:26:38.161210,2020-05-14 11:26:45.655631,6126.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,0 days 00:00:07.494421000,Tuesday,spring
6126,Leave_Home,2011-05-31 00:00:00.000000,2020-05-14 11:42:41.093435,2020-05-14 11:42:47.010468,6127.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,0 days 00:00:05.917033000,Tuesday,spring
6127,Enter_Home,2011-05-31 00:00:00.000000,2020-05-14 12:05:29.945417,2020-05-14 12:05:44.055613,6128.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0 days 00:00:14.110196000,Tuesday,spring
